Id,fwd,lag_d,noc,gy,ay,noi,UMC,firm,MSA,tbm,tbru,PAG,npr,fpr,FT,FS
326,7,1110,11,1986,1983,2,341,447440,295,4,0.375,4425257,1,0,2,
327,74,1238,18,1998,1995,1,705,696856,56,6,0.66669,5366670.833,0,0,2,8
328,102,925,27,1998,1996,5,455,405790,536,10,0.34,5418351.8,3,4,3,33
329,14,273,4,1996,1995,3,717,280070,168,9,0.49384,5060632.667,39,0,2,219
330,3,1253,13,2001,1997,1,345,581270,142,10,0.56,5433791.9,2,0,2,186
331,14,273,13,1996,1995,3,717,699007,16,6,0.77781,5161409.5,2,0,2,0
332,9,1082,7,1988,1985,1,701,233840,168,11,0.46282,3852097.727,2,0,2,30
333,54,673,12,1985,1983,2,370,386735,47,11,0.79342,4157723.818,1,0,2,78
334,36,995,16,1997,1995,2,705,280070,261,19,0.72577,5277799.105,6,0,2,219
335,23,991,13,2000,1997,1,704,280070,168,6,0.27779,5461506.333,3,0,2,240
336,125,1385,8,1994,1990,3,707,234445,32,7,0,4674095.714,3,0,2,158
337,5,687,20,1998,1996,1,709,278220,238,3,0.66667,5471468.333,0,0,2,41
338,21,937,17,1998,1996,1,708,147695,198,9,0.71607,5311781.222,6,0,2,61
339,7,735,18,1999,1997,2,340,758878,103,12,0.54168,5028329.75,0,0,2,
340,3,684,2,1996,1994,1,715,343790,261,4,0.375,5265868.25,0,0,2,3
341,6,732,21,1999,1997,5,435,715685,515,0,0,0,24,0,3,
342,11,1107,42,1998,1995,5,702,690841,209,14,0.87759,5031392.857,1,2,2,
343,25,999,28,1994,1991,5,382,596125,69,10,0.34,5041694.5,0,3,2,75
344,15,1355,29,2000,1997,1,360,280070,261,36,0.63119,5292732.778,2,0,2,240
345,3,979,16,2000,1997,1,710,395480,260,4,0.75,5613086,1,0,2,38
346,9,1061,4,1995,1992,3,710,512710,505,5,0.56,4720439.8,5,4,3,
347,9,1418,23,1999,1995,1,711,0,261,5,0,5097246.8,4,0,1,
348,8,686,6,1989,1987,6,250,654319,553,4,0,4565930.25,0,0,3,35
349,10,851,9,1989,1986,2,700,189365,553,4,0,4573539,0,0,3,
350,16,1457,1,1995,1991,1,318,219155,69,26,0.56807,4806205.462,0,0,2,
351,32,918,6,1987,1984,1,710,864039,261,5,0.56,4189221.6,0,0,2,
352,33,988,11,1995,1992,8,711,280070,546,11,0.69423,4772860.727,0,0,2,344
353,17,917,15,1998,1995,2,370,690124,302,20,0.27,5333433.3,1,1,2,
354,137,1189,26,1998,1995,3,709,795471,302,13,0.52073,5237060.538,0,0,2,72
355,21,848,9,1997,1994,1,235,729295,232,18,0.78399,4997567.444,1,0,2,
356,32,846,27,1993,1991,2,382,570160,60,6,0.66669,4494252.5,5,0,2,70
357,32,1183,9,1995,1991,9,382,635240,261,20,0.55,4666064.75,7,2,2,110
358,10,494,9,1992,1990,2,709,266610,553,15,0.66668,4450569.333,1,7,3,
359,33,1013,17,1988,1985,5,702,499770,16,7,0.57144,3924973.143,0,0,2,
360,70,988,22,1993,1990,8,706,690489,232,3,0.44445,4857930.667,14,0,2,
361,6,531,37,1998,1997,2,715,211530,553,3,0.44445,4952795.333,0,5,3,
362,14,1533,22,1995,1991,3,700,345520,283,49,0.47904,3947519.184,11,7,2,
363,2,757,8,1992,1990,2,700,864032,553,7,0,4521701.714,0,6,3,
364,27,279,10,1997,1996,5,382,696135,168,16,0.56253,4861271.688,1,0,2,0
365,68,1107,18,1995,1992,2,707,280070,506,9,0.49384,5226118.556,4,0,2,344
366,35,882,7,1997,1995,2,707,596125,142,4,0.75,5474119.75,0,0,2,46
367,124,841,43,1996,1994,1,380,0,261,5,0.56,5224429.6,0,0,1,
368,50,993,46,1992,1990,2,714,250060,261,5,0.56,4812990.8,2,0,2,94
369,4,917,15,1993,1991,3,709,280070,538,1,0,4466063,1,3,2,373
370,56,970,16,1999,1997,3,345,373780,268,8,0.65626,5354301.5,0,2,2,20
371,4,1265,10,2000,1996,1,345,391810,553,8,0,5398350.25,1,4,3,
372,42,496,33,1995,1993,4,704,0,69,27,0.58164,4819254.593,1,3,1,
373,9,908,19,1998,1995,1,700,77715,553,10,0.18,5407178,0,0,3,
374,46,812,7,1991,1989,1,345,290245,553,6,0.50002,4745763.833,0,0,3,
375,53,799,9,1993,1991,2,715,117760,64,4,0.75,4694561,0,0,2,
376,3,753,21,1996,1994,1,600,0,260,4,0.375,4803953.25,0,1,1,
377,3,1161,21,2001,1997,1,379,771221,60,13,0.27221,5710295.077,7,0,2,1
378,5,523,7,1999,1997,1,712,148925,538,215,0.8944,5099367.056,15,17,2,
379,15,925,32,1998,1996,2,711,373780,268,0,0,0,2,0,2,17
380,17,1037,9,1999,1996,1,701,204110,69,4,0.625,5714827,0,0,2,346
381,9,1176,4,1998,1995,5,706,234445,302,1,0,5485550,1,0,2,111
382,19,386,35,1998,1997,1,715,373780,268,6,0.50002,5390233.5,1,0,2,20
383,9,264,2,1988,1987,4,714,764348,553,4,0.625,4502696.25,0,0,3,
384,33,921,23,2000,1997,7,382,745535,515,23,0.49906,4943952.522,51,10,2,0
385,20,251,4,1995,1995,1,713,687157,553,9,0.19754,4858664.111,0,0,3,
386,76,823,20,1998,1996,5,709,280070,243,6,0.72224,5509412.167,0,4,2,225
387,31,1237,3,1995,1991,1,710,540495,168,6,0.66669,5027993.167,0,0,2,0
388,40,977,45,1994,1991,6,707,280070,251,5,0.72,4751786,1,1,2,373
389,34,986,34,1997,1995,7,250,864007,516,11,0.64464,4896434.545,1,0,2,
390,5,859,6,1995,1993,2,717,864017,553,5,0.72,5122173.6,0,0,3,140
391,6,651,10,1998,1996,1,345,713794,261,4,0.625,4667754.75,0,0,2,
392,11,727,12,1999,1997,2,379,76775,538,2,0,5390554.5,3,3,3,
393,12,434,31,1991,1990,5,700,252865,553,4,0.625,4490074.25,0,0,3,290
394,8,1211,38,1998,1995,3,718,280070,168,27,0.81485,4932903.63,1,1,2,219
395,11,396,29,1994,1993,3,360,280070,294,3,0.44445,4966228.333,1,0,2,301
396,24,322,3,1985,1985,5,400,654319,553,6,0.44445,4157151.5,1,1,3,30
397,9,925,18,1999,1997,2,717,742806,589,7,0.73473,5391336.571,1,0,3,
398,10,900,11,1994,1992,1,382,280070,533,5,0,4622009.4,5,1,2,344
399,49,1035,5,1992,1989,5,700,210715,553,11,0.7273,4835060.182,0,0,3,
400,2,635,4,1994,1992,3,712,147695,32,11,0.42977,4685929.727,0,0,2,121
401,15,1296,69,1983,1979,2,704,0,261,9,0.34569,3661402,1,0,4,
402,39,1020,37,1999,1996,2,711,135935,268,33,0.7512,5176187.788,1,5,2,
403,20,1581,21,1997,1992,5,710,654319,142,12,0.65278,5099343.333,2,1,3,62
404,20,390,12,1988,1987,2,463,0,179,4,0.375,4114332.5,0,1,1,
405,24,809,10,1994,1992,2,375,280070,243,3,0.66667,4360001.333,0,0,2,344
406,14,1112,15,1998,1995,12,707,717344,64,35,0.64656,4855334.857,17,1,2,
407,32,1049,17,1998,1995,1,345,683899,597,11,0.1653,5113422.455,0,0,3,
408,16,692,3,1999,1997,1,701,711870,553,7,0.24491,5142735.143,1,1,3,
409,140,1251,22,1995,1991,1,379,709389,47,23,0.84691,4664816.609,8,0,2,
410,24,851,27,1998,1995,3,455,343790,261,12,0.54168,5283916.5,0,0,2,3
411,76,690,10,1997,1995,1,713,0,240,5,0.64,4758714.2,0,0,1,
412,9,1166,4,1985,1982,4,700,570160,16,8,0.40626,4250396.5,0,0,2,83
413,4,701,7,1998,1996,3,712,8075,16,35,0.56819,5040143.629,11,12,2,12
414,24,949,8,1986,1984,2,209,0,108,20,0.625,4009381.35,3,3,1,
415,18,880,16,1999,1996,3,711,278220,261,6,0.66669,5510413.5,0,0,2,41
416,52,777,31,1994,1991,4,707,514145,261,1,0,4825159,0,0,2,2
417,12,1009,7,1994,1991,1,345,0,47,19,0.61496,4857784.842,0,0,1,
418,4,1054,9,1996,1994,1,318,0,168,6,0.66669,5195779.333,0,0,1,
419,26,690,25,1989,1987,3,708,386735,47,13,0.78111,4285133.462,1,0,2,94
420,2,302,5,1995,1994,2,710,219155,260,29,0.81577,4532066.483,0,0,2,
421,54,866,28,1994,1991,1,711,280070,294,14,0.85717,4887358.714,0,0,2,373
422,17,1443,20,2001,1997,2,455,864042,191,15,0.71113,5407106.067,0,0,2,9
423,13,846,8,1996,1993,4,715,788148,51,5,0.32,5230983.8,0,0,2,78
424,11,917,10,1983,1981,4,708,706518,168,6,0.44445,4086867.833,2,0,2,847
425,9,1576,10,1997,1993,1,209,718791,92,69,0.6755,3908032.638,3,21,2,
426,132,760,15,1990,1988,1,709,0,168,16,0.85942,4273748.438,0,0,1,
427,65,804,29,1999,1997,1,707,686822,240,17,0.67821,5392337.706,14,1,2,5
428,30,763,10,1987,1985,1,382,864025,295,2,0,4493537,0,0,2,157
429,16,363,5,1993,1992,1,382,455205,142,9,0.49384,4846434.667,0,0,2,
430,194,998,23,1987,1984,1,705,0,60,8,0.21876,4135900.625,0,0,1,
431,21,2666,4,2000,1993,2,345,280070,305,11,0.76035,4823901.727,6,0,2,301
432,6,1229,3,2000,1997,3,382,713231,5,7,0,5538049.571,0,0,2,0
433,14,515,11,1997,1996,1,399,319065,553,6,0.44445,4881870.333,0,0,3,
434,17,967,17,1998,1995,1,710,864005,307,10,0.48,5316574.6,0,3,2,
435,112,754,26,1993,1991,7,380,280070,302,9,0.37039,4699221.333,2,0,2,373
436,4,1253,15,2001,1997,3,326,132165,261,7,0.61227,5539485,0,0,2,2
437,20,1023,22,2000,1997,3,709,551495,261,105,0.54243,5474017.848,25,0,2,17
438,6,1447,3,1997,1993,2,710,280070,538,5,0.8,5233369.4,0,0,2,301
439,5,838,48,1999,1996,1,717,650955,60,3,0.44445,5526870.667,0,0,2,191
440,65,683,26,1998,1996,4,707,280070,168,17,0.62976,5346849.471,6,0,2,225
441,88,515,21,1997,1995,3,715,280070,261,13,0.48524,5292289.615,1,0,2,219
442,12,936,2,1994,1991,2,718,280070,60,2,0.5,4986314.5,1,2,2,373
443,36,663,12,1989,1987,2,235,864002,79,2,0,4569381.5,0,0,2,3
444,48,749,12,1998,1996,2,707,395480,47,11,0.76034,5338091.182,0,0,2,41
445,39,1070,5,1996,1993,3,710,121470,60,9,0.79015,5281622.889,3,0,2,1
446,143,825,11,1997,1995,1,707,732759,261,4,0,5197554.25,21,1,2,
447,17,973,15,2000,1997,4,340,165670,168,18,0.58646,5040141,0,2,2,
448,28,1145,40,1999,1996,6,709,252865,553,7,0.4898,5639438,3,0,3,331
449,4,476,22,1993,1992,3,702,597550,305,9,0.44445,4671446,0,0,2,185
450,36,687,1,1992,1990,2,712,280070,243,8,0.40626,4590153.125,0,1,2,383
451,10,635,4,1996,1994,3,345,280070,553,2,0,5292840,4,0,2,256
452,9,893,3,1997,1995,1,382,635240,252,3,0.44445,5129949.667,14,0,2,87
453,3,680,16,1993,1991,1,84,0,168,5,0,4697254,0,0,1,
454,30,462,18,1991,1990,1,235,0,60,9,0.76545,4584338.222,0,0,1,
455,5,816,21,1999,1997,1,84,636035,553,8,0,5018824.625,0,0,3,
456,0,820,8,1994,1992,3,65,403560,553,5,0,4198486.4,0,6,3,
457,61,858,16,1995,1993,6,379,706518,168,8,0,5040360.5,0,0,2,312
458,73,1009,18,2000,1997,2,707,280070,168,22,0.73971,5745812.773,1,0,2,240
459,14,1279,22,1998,1995,2,434,702574,546,8,0.40626,4813580.625,0,8,3,
460,2,1022,3,1999,1996,2,435,599425,142,1,0,5670330,4,0,2,
461,23,1160,20,1993,1990,1,706,43435,60,1,0,5150323,7,0,2,26
462,30,928,12,1997,1994,4,705,722916,233,38,0.49862,4829978.842,0,0,2,
463,7,1139,28,1998,1995,3,711,581270,553,7,0.449,5381570.143,0,1,3,190
464,6,655,19,1999,1997,1,704,602060,67,8,0,5655616.375,9,0,2,
465,58,715,16,1996,1994,3,707,147695,32,3,0.44445,5111813,5,0,2,94
466,10,797,8,1993,1991,1,345,581270,553,10,0.64,4887938.9,0,0,3,162
467,36,1042,17,1993,1991,2,703,480850,232,13,0.80478,4863896.462,11,0,2,12
468,38,1257,13,1995,1992,1,714,650955,60,31,0.60564,4985445.581,2,2,2,213
469,13,666,19,1999,1997,1,341,864037,555,2,0.5,5761248.5,7,1,3,
470,10,662,19,1997,1995,1,361,0,13,3,0.44445,4979694.333,0,1,1,
471,8,1182,4,1990,1987,2,714,252865,553,8,0.65626,4272333.125,0,2,3,161
472,10,285,8,1996,1995,1,137,0,302,7,0,4061289.571,0,0,1,
473,26,1061,24,1992,1989,2,600,35465,47,5,0.32,4386678.4,1,0,2,
474,19,879,6,1997,1994,2,345,355180,174,15,0.6667,4976060.8,0,0,2,92
475,19,680,4,1992,1990,3,703,280070,16,17,0.63669,4532600.824,2,1,2,383
476,13,515,4,1995,1994,1,719,211530,553,5,0.72,4817732.2,1,0,3,
477,6,879,12,1999,1996,2,345,211530,553,2,0,5720640.5,0,3,3,
478,21,837,14,1987,1984,2,714,256580,32,5,0,4102952.6,0,0,2,93
479,34,1261,11,1993,1990,3,345,694731,56,6,0.50002,4291840.5,2,0,3,
480,6,783,4,1996,1994,1,709,347720,538,3,0.44445,5161741.667,1,1,3,0
481,0,461,13,1997,1996,1,709,280070,305,3,0.44445,4997112,0,0,2,225
482,26,512,20,1990,1989,5,706,618190,209,6,0.72224,4209703.5,0,0,2,
483,9,823,15,1999,1997,2,710,755619,108,8,0.75002,5621539.625,14,0,2,18
484,27,993,25,2000,1997,2,345,514145,261,6,0,5044654,2,0,2,10
485,17,861,3,1991,1989,1,711,252865,553,9,0.37039,4620272.556,0,0,3,274
486,22,1314,4,1997,1993,1,702,280070,16,15,0.73779,5052381.6,6,0,2,301
487,7,1188,10,1998,1995,3,29,32940,261,1,0,4904852,0,3,2,14
488,45,784,16,1998,1996,4,370,566545,145,13,0.73376,5109808.615,1,7,2,84
489,6,621,8,1999,1997,1,375,736755,198,16,0.85942,5209820.813,7,9,2,0
490,43,543,14,1996,1995,3,340,532110,553,11,0.54548,4675764.364,1,4,3,138
491,25,748,20,1998,1996,2,709,0,32,10,0.72,5536934.3,0,0,4,
492,15,939,3,1993,1991,5,717,635240,252,10,0.84,4929347.4,1,0,2,110
493,12,1476,11,1992,1988,2,704,76775,538,8,0,4683182.375,5,1,3,
494,4,882,10,1998,1995,1,707,864032,553,11,0.79341,4918017.455,0,6,3,110
495,24,1282,9,1992,1989,4,361,451545,526,21,0.82546,4532198.333,1,3,3,
496,5,776,14,1998,1996,2,706,754975,553,9,0.6173,5122087.778,5,5,3,
497,24,323,6,1991,1990,3,332,386735,154,10,0.42,4569912.1,0,0,2,104
498,38,987,3,1991,1988,4,711,378135,261,6,0.27779,4491474.5,0,0,2,
499,8,1091,27,1998,1995,2,711,278220,238,5,0.48,5146456.2,2,0,2,32
500,7,687,19,1999,1997,1,358,654319,553,3,0.44445,5477399,0,0,3,75
501,102,979,10,1996,1994,1,705,0,260,11,0.64464,4512736.636,0,0,1,
502,2,823,7,1995,1993,1,382,715525,261,8,0.56252,5013682.625,1,0,3,
503,23,1114,7,1996,1992,1,712,573185,32,16,0.71098,4514918.375,6,0,2,
504,17,1092,13,1985,1982,1,708,596125,156,4,0,3905200.75,0,0,2,66
505,38,1195,18,1998,1994,1,382,160890,252,12,0.29168,5233578.583,0,0,2,110
506,218,1009,54,1998,1995,1,455,745597,261,5,0.72,5596247.6,0,0,2,
507,5,811,17,1999,1997,1,382,512710,168,12,0,5260341.917,2,2,2,379
508,33,855,5,1995,1993,1,235,726745,537,7,0.61227,4856203.857,1,7,3,
509,6,1481,28,2000,1995,1,715,250060,67,14,0.57992,5411952.786,2,0,2,98
510,14,938,11,1984,1981,2,715,280070,16,9,0.74076,4131298.778,0,0,2,341
511,21,1203,31,2000,1997,5,711,551495,32,18,0.65436,5316942.333,37,1,2,17
512,4,1520,22,2000,1995,3,713,403735,553,9,0.5926,5243952.444,5,0,3,235
513,10,537,3,1993,1992,1,370,597180,32,11,0.51241,4651776.636,2,0,6,
514,4,435,6,1990,1989,3,361,19715,142,2,0,3625175,0,0,2,
515,8,735,7,1981,1979,1,708,512710,526,6,0,3688211.333,1,0,3,
516,53,1806,7,1999,1994,1,718,759072,142,9,0.81484,5144561.556,16,0,2,
517,23,1225,22,1992,1989,4,700,252865,553,5,0,4687205.2,1,2,3,274
518,24,1371,26,2000,1997,2,719,775001,268,22,0.82235,5627292.5,4,2,2,
519,20,966,43,1996,1994,10,348,252865,553,3,0,5248698,1,6,3,330
520,26,1034,24,1998,1995,1,382,0,261,16,0.62503,4987849.375,8,5,1,
521,19,1065,24,1998,1995,2,711,729328,261,16,0.83598,4745771.375,0,0,2,
522,38,732,12,1991,1989,2,379,113810,154,6,0,4413453.833,1,3,2,
523,10,741,7,1997,1995,2,712,508240,553,4,0.375,5318236.75,1,1,3,
524,15,943,20,1998,1995,1,701,587055,261,45,0.76746,5027032.578,2,0,2,0
525,58,1264,1,1982,1979,1,434,0,168,6,0.27779,3364928.667,0,0,1,
526,63,915,22,1999,1996,3,725,752877,209,19,0.91413,5153545.316,0,0,2,
527,62,860,23,1998,1996,1,725,864005,261,11,0.64465,5332050.909,0,6,2,
528,4,678,1,1994,1992,5,706,252865,553,3,0,4859308.333,2,0,3,324
529,56,707,27,1993,1991,1,455,694017,268,5,0.64,4943378.2,0,0,2,
530,24,1141,29,1997,1994,4,714,278220,238,8,0.53126,4796292.25,1,0,2,29
531,10,638,6,1995,1993,1,711,864032,553,20,0.72,4784063.95,1,5,3,
532,8,981,11,1998,1995,1,455,386735,47,8,0.65626,5340030.625,0,0,2,132
533,24,427,51,1990,1989,1,704,234445,32,15,0,4352155.667,8,0,2,159
534,7,739,12,1998,1996,1,712,864032,553,6,0,5376877.667,1,1,3,111
535,74,1069,54,1984,1981,5,340,59445,69,22,0.76037,3885838.091,1,1,2,78
536,145,743,28,1997,1995,2,712,8075,16,35,0.65147,5053202.114,10,4,2,11
537,37,993,3,1995,1992,1,712,560270,40,13,0,4703641.538,2,0,2,11
538,21,1525,23,1998,1994,3,711,357270,32,6,0,4974439.167,6,0,2,
539,10,1070,23,1982,1979,1,711,357270,32,23,0.74481,3903377.13,0,0,2,
540,36,676,14,1997,1996,2,382,373780,268,9,0.64198,5259891.222,5,4,2,17
541,9,1009,21,2000,1997,2,717,280070,261,22,0.41737,5232788.318,25,0,2,240
542,53,498,16,1993,1992,5,714,280070,294,2,0.5,5159483,0,0,2,344
543,8,666,17,1989,1987,2,700,569900,21,9,0.76545,4009445.333,0,0,2,51
544,2,1281,43,1999,1996,3,370,650955,537,5,0.72,5014755.2,1,3,3,191
545,121,676,27,1996,1994,1,709,161825,261,15,0.85338,4897876.8,9,0,2,
546,26,938,23,1986,1983,3,345,863994,147,22,0.65291,4023775.818,4,1,2,
547,26,687,41,1990,1989,3,375,272000,257,16,0.7969,4517291.563,7,0,2,
548,11,1156,17,1999,1996,1,710,730510,186,8,0.56252,4682089.875,0,0,2,
549,34,711,15,1997,1995,4,382,35465,47,0,0,0,2,0,2,
550,85,508,14,1995,1993,3,348,864003,142,3,0.44445,4987726.333,0,0,2,0
551,72,301,55,1994,1993,2,362,605150,60,3,0.44445,4214717.333,13,0,2,
552,24,281,8,1986,1985,1,714,442205,168,8,0.59376,3988008.125,5,4,2,27
553,19,1264,21,1996,1992,3,701,144360,526,14,0.65307,4854180.857,2,0,3,
554,34,788,12,1998,1996,1,714,0,19,3,0.66667,5330887.333,0,0,1,
555,14,1001,12,1987,1984,2,345,596125,233,5,0.32,4231142.2,0,0,2,63
556,7,1429,29,1996,1992,11,324,538645,155,6,0.61112,4797434.333,0,0,2,14
557,48,811,24,1999,1997,5,715,83775,261,7,0.6939,5519539.286,7,0,2,0
558,20,1145,39,1999,1996,2,707,739505,168,4,0.625,5807170.75,0,0,2,
559,6,970,14,1998,1996,2,715,280070,16,9,0.71606,5493949.333,4,0,2,225
560,28,868,52,1994,1992,3,358,692074,261,8,0.65626,4841849.125,1,0,2,
561,2,2223,9,1999,1993,3,703,80495,537,3,0.66667,4631342.333,3,3,3,
562,19,1022,34,1990,1988,2,382,584485,168,6,0.50002,4625016,2,0,2,
563,66,680,15,1992,1990,1,379,706518,168,11,0.4463,4876887,8,0,2,283
564,40,1070,15,1988,1985,2,713,864056,234,8,0.81252,4358254.5,3,0,2,126
565,4,644,10,1998,1997,4,711,250060,86,5,0.64,4971197.4,1,0,2,112
566,118,602,20,1987,1985,3,360,444990,261,27,0.76546,4194314.185,7,1,2,
567,133,1068,20,1998,1995,3,382,508240,553,2,0,5059855.5,1,2,3,
568,11,1201,10,2000,1997,10,707,252865,553,1,0,4516166,12,13,3,330
569,13,624,16,1980,1979,1,708,597270,260,6,0.61112,3773695.667,1,0,6,
570,112,648,85,1997,1996,3,382,357270,32,5,0.72,4919814.4,0,1,2,
571,23,552,18,1993,1992,2,370,386735,233,10,0.18,4805886.7,0,0,2,102
572,30,652,24,1999,1997,1,340,0,13,26,0.54739,4791061.077,1,1,1,
573,121,1651,12,1999,1994,3,382,654319,553,6,0.72224,5014290.333,0,0,3,64
574,10,474,20,1995,1993,2,700,204110,69,2,0.5,5020915.5,3,0,2,325
575,35,866,35,1997,1994,4,714,171995,32,5,0.32,4840733.8,0,0,2,2
576,59,663,16,1994,1992,3,718,280070,538,4,0.625,4676271.5,0,0,2,344
577,9,517,11,1991,1989,3,708,551125,253,4,0.625,4187667.75,0,0,2,13
578,2,883,9,1999,1997,3,714,581270,553,7,0.61227,4982881,0,0,3,186
579,25,732,16,1999,1997,3,702,250060,261,1,0,5663847,12,0,2,112
580,4,791,8,1995,1993,1,715,211530,553,1,0,5113251,0,0,3,
581,8,544,15,1994,1993,3,73,321291,526,4,0.375,4467335.75,0,0,3,
582,5,1077,18,1998,1995,1,713,0,123,14,0.53063,5148902.143,0,0,1,
583,65,1126,16,2000,1997,4,341,405790,536,15,0.86227,5374090.467,0,9,3,31
584,251,1155,12,1992,1989,1,712,8075,261,11,0,4631854.909,0,0,2,14
585,5,1125,18,2000,1997,5,705,395480,538,9,0.5926,5188246.889,1,0,2,38
586,17,733,13,1997,1995,1,710,596760,597,5,0.56,5282997.8,0,3,3,
587,13,715,3,1993,1991,4,710,252865,553,0,0,0,1,0,3,309
588,30,1272,18,1994,1991,1,712,573185,142,7,0.449,5036341.857,1,0,2,
589,9,603,9,1991,1990,3,707,280070,26,19,0.63159,4263979.211,7,0,2,383
590,36,1329,14,1988,1984,2,713,864014,154,18,0.72843,4154339.778,1,3,2,
591,144,580,7,1999,1997,1,705,750507,168,7,0.57144,5613179.143,0,0,2,
592,26,869,4,1994,1992,1,715,565820,238,6,0.27779,4909410.167,0,0,2,11
593,16,945,8,1989,1987,1,714,83375,32,16,0.75004,4428717.688,1,5,2,
594,29,655,16,1993,1992,1,345,785545,60,12,0.41668,4649337.167,0,0,2,
595,4,1098,11,1986,1983,1,701,0,537,7,0.24491,3779441.286,0,2,1,
596,47,889,26,1997,1995,2,348,727315,16,2,0.5,5451678.5,0,0,2,
597,6,698,36,1998,1996,1,715,373780,268,2,0,5417896.5,1,0,2,17
598,0,1435,16,1999,1995,2,714,551495,52,5,0.32,5535500.4,0,0,2,13
599,70,470,24,1996,1995,2,712,503380,261,15,0.59557,4956153.4,1,7,3,
600,4,1447,14,2000,1996,1,348,417735,553,7,0.61227,5210679.429,0,2,3,
601,22,700,24,1991,1990,3,84,405760,261,2,0,4783254.5,3,0,2,
602,21,1923,18,1998,1993,2,705,280070,60,16,0.63283,4997458.5,1,0,2,301
603,33,876,57,1985,1982,1,711,466005,32,8,0.53126,4041750.875,0,4,2,76
604,49,1079,15,1999,1996,1,382,734694,142,26,0.75151,5108772.692,2,0,2,
605,83,879,24,2000,1997,3,726,280070,16,9,0.71607,5752330.333,0,0,2,240
606,37,252,8,1994,1993,1,702,581270,553,13,0.72194,4641000.308,0,2,3,173
607,28,792,18,1998,1996,3,712,8075,16,8,0.21876,5323714.75,3,4,2,12
608,9,687,2,1999,1997,4,382,692377,553,27,0.43075,4721667.296,0,5,3,
609,59,1043,18,1984,1981,1,345,706518,111,8,0.56252,4158285.75,3,0,2,847
610,61,831,8,1992,1989,2,347,570160,60,6,0.72224,4677190,0,2,2,75
611,29,1131,15,1995,1991,5,711,280070,168,9,0.37039,4790581.889,1,0,2,373
612,3,1308,38,1995,1991,2,382,635240,261,29,0.30205,4604053.483,12,2,2,110
613,6,904,14,1993,1991,1,345,395480,214,7,0.6939,4517459.286,0,0,2,55
614,7,1091,10,2000,1997,5,370,280070,538,18,0.44447,5543734.667,1,2,2,240
615,89,767,54,1989,1987,3,704,570160,60,3,0.66667,4068286.333,3,0,2,77
616,23,978,17,1995,1993,2,715,373780,268,3,0.44445,4760793,4,0,2,11
617,5,791,30,1988,1986,2,137,533025,47,6,0.77781,3353678,0,0,2,
618,37,663,31,1989,1987,2,472,396355,515,16,0.46095,3116191.25,0,0,3,
619,34,784,20,1995,1993,3,715,342900,32,6,0.27779,4853958.167,2,0,2,4
620,4,775,58,1994,1992,2,345,551495,261,9,0.19754,4602798.778,0,0,2,12
621,31,673,19,1999,1997,2,717,280070,16,14,0.76532,5691306.214,3,0,2,240
622,20,708,4,1998,1996,2,707,0,168,16,0.22658,5252056.375,0,0,1,
623,70,1338,43,2000,1996,3,463,767115,168,10,0.58,5445414.4,15,0,2,
624,26,785,9,1996,1994,1,725,280070,168,7,0,5449574,0,0,2,256
625,14,1022,17,1996,1993,5,701,92420,179,34,0.80282,4696350.059,63,8,2,
626,7,972,2,1996,1993,2,705,280070,60,9,0.642,5075524.889,0,0,2,301
627,14,560,11,1991,1990,4,382,358975,553,1,0,4965725,1,1,3,198
628,45,1071,13,1997,1994,1,726,373780,268,5,0.8,5355769.2,4,0,2,14
629,25,1047,25,1999,1996,1,701,0,302,28,0.60463,5019770.643,2,0,1,
630,14,552,11,1994,1992,3,700,788148,51,10,0.66,4419219.4,0,0,2,87
631,24,713,10,1998,1996,1,726,551495,261,5,0,5479912.4,0,0,2,14
632,29,557,20,1998,1997,8,341,741699,142,89,0.84423,4986323.326,4,1,2,
633,24,846,7,1996,1994,1,705,0,60,3,0.44445,4998367,0,0,1,
634,85,749,18,1991,1989,1,705,0,305,4,0.625,4620493.5,3,0,1,
635,5,705,13,1998,1996,6,358,672689,553,19,0.88089,4642936.368,1,6,3,
636,55,614,81,1997,1996,6,714,724673,168,25,0.8832,5187916.2,8,0,2,
637,80,651,17,1993,1991,4,705,597180,176,11,0.82648,4445620.364,0,0,6,
638,83,1894,36,1997,1992,2,710,280070,26,20,0.795,5014389.8,1,3,2,344
639,8,970,19,1991,1988,4,703,252865,553,9,0.71607,3542037,0,2,3,159
640,14,711,8,1989,1987,2,358,565820,238,9,0.19754,4477509.444,0,0,2,17
641,4,797,12,1996,1994,1,711,8075,16,7,0.24491,4815962.286,0,0,2,12
642,32,1056,8,2000,1997,2,707,766644,261,13,0.35504,5563174.231,1,5,2,
643,14,1370,16,2001,1997,1,717,280070,515,14,0.62247,5706520.071,5,1,2,240
644,22,698,26,1999,1997,1,707,32940,261,9,0.51854,5701020.667,4,0,2,13
645,59,2317,6,1989,1982,3,718,635240,252,12,0.83337,4043970.167,0,0,2,120
646,20,1383,8,1998,1995,1,345,278220,168,16,0.77348,5056574.375,0,0,2,32
647,19,797,14,1996,1994,1,382,0,261,7,0.6939,4846345.286,5,0,1,
648,5,993,7,1987,1985,3,345,189365,553,0,0,0,0,3,3,
649,11,1082,19,2000,1997,3,706,538840,168,16,0.69533,5341492.938,7,0,2,
650,16,474,3,1991,1989,1,708,789656,572,7,0.24491,4539856,1,0,2,310
